,avisoid,empresaid,avisofechapublicacion,avisovacante,mostrarsueldo,avisoexperiencia,expiracion,dias,avisorepublicacion,avisocargo,areanombre,actividadempresanombre,avisocuerpo,disponibilidadnombre,avisoduracioncont,avisolugartrabajo,gradoescolarnombre,situacionestudios,avisorequisitos,carreras,estado,endpagado_o_gratuito,nivelnombre,carreras_array,sueldoestimado,_merge,bucket1,bucket2,bucket3,bucket4,similars
2338,337593.0,23034,2008-10-01,1.0,0.0,2.0,2008-12-30 00:00:00,90,0,ANALISTA DE INVENTARIOS,Operaciones,Agrícola / Ganadera,"Multinacional,  requiere contratar a Ingeniero  o Técnico en Ejecución para ocupar cargo de Analista de Inventarios.
Favor Indicar Pretensiones de Renta",Jornada Completa,Indefinido,Quilicura,Técnico profesional superior,Indiferente,"Experiencia mínima de 2 años en:
Validación Inventario cíclico
Inventarios físicos
Elaboración de estadísticas de gestión
Manejo SAP
Manejo Excel Avanzado",[Técnico en Logística] - ,Desactivo,Pagado,Nivel usuario avanzado,,500000.0,Matched (3),1,0,0,0,[2471]
2339,337704.0,7161,2008-10-02,1.0,0.0,3.0,2008-11-30 00:00:00,59,0,Ingeniero comercial para empresa líder en terminación de construcciones,Comercial,Biotecnologia,"Nuestro cliente, empresa líder en terminación de construcciones con más de 20 años en el mercado, requiere contratar al mejor profesional para hacerse cargo del área de administración y ventas. 

Responsabilidades:
-	Elaborar estrategias comerciales que potencien la venta
-	Administrar el negocio mejorando su rentabilidad
-	Elaborar estrategias de marketing

Se ofrece:
Incorporarse a importante empresa consolidada en el rubro.
Renta acorde al mercado. 

BVM Consultores invita a los postulantes interesados a enviar sus antecedentes INDICANDO REFERENCIAS LABORALES Y PRETESIONES DE RENTA al mail comercial@bvmconsultores.com  o ingresarlos directamente en el sitio www.serecluta.com",Jornada Completa,,STGO,Universitaria,Indiferente,"-	Ingeniero comercial o profesional con estudios de Administración de empresas.
-	Comprobada experiencia mínima de 3 años en ventas y administración.
-	Deseable experiencia en pinturas.
-	Experiencia en liderar equipos de trabajo.",[Ingeniería Comercial] - ,Desactivo,Gratuito,Nivel usuario avanzado,,1000000.0,Matched (3),1,0,0,0,"[2177, 2178, 2179, 2180, 2181, 2182, 2183, 2184, 2185, 2231, 2340, 2341, 2342, 2343, 2344, 2345, 2346, 2347, 2348, 2349, 2350, 2351, 2352, 2353]"
2340,337708.0,7313,2008-10-02,1.0,1.0,2.0,2008-12-30 00:00:00,89,0,Ingeniero comercial para empresa líder en terminación de construcciones.,Comercial,Biotecnologia,"Nuestro cliente, empresa líder en terminación de construcciones con más de 20 años en el mercado, requiere contratar al mejor profesional para hacerse cargo del área de administración y ventas. 

Responsabilidades:
-	Elaborar estrategias comerciales que potencien la venta
-	Administrar el negocio mejorando su rentabilidad
-	Elaborar estrategias de marketing

Se ofrece:
Incorporarse a importante empresa consolidada en el rubro.
Renta acorde al mercado. 

BVM Consultores invita a los postulantes interesados a enviar sus antecedentes INDICANDO REFERENCIAS LABORALES Y PRETESIONES DE RENTA al mail comercial@bvmconsultores.com  o ingresarlos directamente en el sitio www.serecluta.com",Jornada Completa,,STGO,Universitaria,Indiferente,"-	Ingeniero comercial o profesional con estudios de Administración de empresas.
-	Comprobada experiencia mínima de 3 años en ventas y administración.
-	Deseable experiencia en pinturas.
-	Experiencia en liderar equipos de trabajo.",[Ingeniería Comercial] - ,Desactivo,Gratuito,Nivel usuario avanzado,,1000000.0,Matched (3),1,0,0,0,"[2177, 2178, 2179, 2180, 2181, 2182, 2183, 2184, 2185, 2231, 2339, 2341, 2342, 2343, 2344, 2345, 2346, 2347, 2348, 2349, 2350, 2351, 2352, 2353]"
2341,337709.0,41035,2008-10-01,1.0,1.0,2.0,2008-11-30 00:00:00,60,0,Ingeniero comercial para empresa líder en terminación de construcciones.,Comercial,Biotecnologia,"Nuestro cliente, empresa líder en terminación de construcciones con más de 20 años en el mercado, requiere contratar al mejor profesional para hacerse cargo del área de administración y ventas. 

Responsabilidades:
-	Elaborar estrategias comerciales que potencien la venta
-	Administrar el negocio mejorando su rentabilidad
-	Elaborar estrategias de marketing

Se ofrece:
Incorporarse a importante empresa consolidada en el rubro.
Renta acorde al mercado. 

BVM Consultores invita a los postulantes interesados a enviar sus antecedentes INDICANDO REFERENCIAS LABORALES Y PRETESIONES DE RENTA al mail comercial@bvmconsultores.com  o ingresarlos directamente en el sitio www.serecluta.com",Jornada Completa,,STGO,Universitaria,Indiferente,"-	Ingeniero comercial o profesional con estudios de Administración de empresas.
-	Comprobada experiencia mínima de 3 años en ventas y administración.
-	Deseable experiencia en pinturas.
-	Experiencia en liderar equipos de trabajo.",[Ingeniería Comercial] - ,Desactivo,Gratuito,Nivel usuario avanzado,,1000000.0,Matched (3),1,0,0,0,"[2177, 2178, 2179, 2180, 2181, 2182, 2183, 2184, 2185, 2231, 2339, 2340, 2342, 2343, 2344, 2345, 2346, 2347, 2348, 2349, 2350, 2351, 2352, 2353]"
2342,337716.0,10761,2008-10-01,1.0,0.0,2.0,2008-11-30 00:00:00,60,0,Ingeniero comercial para empresa líder en terminación de construcciones.,Comercial,Biotecnologia,"Nuestro cliente, empresa líder en terminación de construcciones con más de 20 años en el mercado, requiere contratar al mejor profesional para hacerse cargo del área de administración y ventas. 

Responsabilidades:
-	Elaborar estrategias comerciales que potencien la venta
-	Administrar el negocio mejorando su rentabilidad
-	Elaborar estrategias de marketing

Se ofrece:
Incorporarse a importante empresa consolidada en el rubro.
Renta acorde al mercado. 

BVM Consultores invita a los postulantes interesados a enviar sus antecedentes INDICANDO REFERENCIAS LABORALES Y PRETESIONES DE RENTA al mail comercial@bvmconsultores.com  o ingresarlos directamente en el sitio www.serecluta.com",Jornada Completa,,STGO,Universitaria,Indiferente,"-	Ingeniero comercial o profesional con estudios de Administración de empresas.
-	Comprobada experiencia mínima de 3 años en ventas y administración.
-	Deseable experiencia en pinturas.
-	Experiencia en liderar equipos de trabajo.",[Ingeniería Comercial] - ,Desactivo,Gratuito,Nivel usuario avanzado,,1000000.0,Matched (3),1,0,0,0,"[2177, 2178, 2179, 2180, 2181, 2182, 2183, 2184, 2185, 2231, 2339, 2340, 2341, 2343, 2344, 2345, 2346, 2347, 2348, 2349, 2350, 2351, 2352, 2353]"
2343,337718.0,6012,2008-10-01,1.0,1.0,2.0,2008-11-30 00:00:00,60,0,Ingeniero comercial para empresa líder en terminación de construcciones.,Comercial,Biotecnologia,"Nuestro cliente, empresa líder en terminación de construcciones con más de 20 años en el mercado, requiere contratar al mejor profesional para hacerse cargo del área de administración y ventas. 

Responsabilidades:
-	Elaborar estrategias comerciales que potencien la venta
-	Administrar el negocio mejorando su rentabilidad
-	Elaborar estrategias de marketing

Se ofrece:
Incorporarse a importante empresa consolidada en el rubro.
Renta acorde al mercado. 

BVM Consultores invita a los postulantes interesados a enviar sus antecedentes INDICANDO REFERENCIAS LABORALES Y PRETESIONES DE RENTA al mail comercial@bvmconsultores.com  o ingresarlos directamente en el sitio www.serecluta.com",Jornada Completa,,STGO,Universitaria,Indiferente,"-	Ingeniero comercial o profesional con estudios de Administración de empresas.
-	Comprobada experiencia mínima de 3 años en ventas y administración.
-	Deseable experiencia en pinturas.
-	Experiencia en liderar equipos de trabajo",[Ingeniería Comercial] - ,Desactivo,Gratuito,Nivel usuario avanzado,,1000000.0,Matched (3),1,0,0,0,"[2177, 2178, 2179, 2180, 2181, 2182, 2183, 2184, 2185, 2231, 2339, 2340, 2341, 2342, 2344, 2345, 2346, 2347, 2348, 2349, 2350, 2351, 2352, 2353]"
2344,337719.0,7730,2008-10-01,1.0,1.0,2.0,2008-12-30 00:00:00,90,0,Ingeniero comercial para empresa líder en terminación de con,Comercial,Biotecnologia,"Nuestro cliente, empresa líder en terminación de construcciones con más de 20 años en el mercado, requiere contratar al mejor profesional para hacerse cargo del área de administración y ventas. 

Responsabilidades:
-	Elaborar estrategias comerciales que potencien la venta
-	Administrar el negocio mejorando su rentabilidad
-	Elaborar estrategias de marketing

Se ofrece:
Incorporarse a importante empresa consolidada en el rubro.
Renta acorde al mercado. 

BVM Consultores invita a los postulantes interesados a enviar sus antecedentes INDICANDO REFERENCIAS LABORALES Y PRETESIONES DE RENTA al mail comercial@bvmconsultores.com  o ingresarlos directamente en el sitio www.serecluta.com",Jornada Completa,,STGO,Universitaria,Indiferente,"-	Ingeniero comercial o profesional con estudios de Administración de empresas.
-	Comprobada experiencia mínima de 3 años en ventas y administración.
-	Deseable experiencia en pinturas.
-	Experiencia en liderar equipos de trabajo",[Ingeniería Comercial] - ,Desactivo,Gratuito,Nivel usuario avanzado,,1000000.0,Matched (3),1,0,0,0,"[2177, 2178, 2179, 2180, 2181, 2182, 2183, 2184, 2185, 2231, 2339, 2340, 2341, 2342, 2343, 2345, 2346, 2347, 2348, 2349, 2350, 2351, 2352, 2353]"
2345,337723.0,10760,2008-10-01,1.0,1.0,2.0,2008-11-30 00:00:00,60,0,Ingeniero comercial para empresa líder en terminación de construcciones.,Comercial,Biotecnologia,"Nuestro cliente, empresa líder en terminación de construcciones con más de 20 años en el mercado, requiere contratar al mejor profesional para hacerse cargo del área de administración y ventas. 

Responsabilidades:
-	Elaborar estrategias comerciales que potencien la venta
-	Administrar el negocio mejorando su rentabilidad
-	Elaborar estrategias de marketing

Se ofrece:
Incorporarse a importante empresa consolidada en el rubro.
Renta acorde al mercado. 

BVM Consultores invita a los postulantes interesados a enviar sus antecedentes INDICANDO REFERENCIAS LABORALES Y PRETESIONES DE RENTA al mail comercial@bvmconsultores.com  o ingresarlos directamente en el sitio www.serecluta.com",Jornada Completa,,STGO,Universitaria,Indiferente,"-	Ingeniero comercial o profesional con estudios de Administración de empresas.
-	Comprobada experiencia mínima de 3 años en ventas y administración.
-	Deseable experiencia en pinturas.
-	Experiencia en liderar equipos de trabajo.",[Ingeniería Comercial] - ,Desactivo,Gratuito,Nivel usuario avanzado,,1000000.0,Matched (3),1,0,0,0,"[2177, 2178, 2179, 2180, 2181, 2182, 2183, 2184, 2185, 2231, 2339, 2340, 2341, 2342, 2343, 2344, 2346, 2347, 2348, 2349, 2350, 2351, 2352, 2353]"
2346,337724.0,19419,2008-10-07,1.0,1.0,2.0,2008-11-30 00:00:00,54,0,Ingeniero comercial para empresa líder en terminación de construcciones.,Comercial,Biotecnologia,"Nuestro cliente, empresa líder en terminación de construcciones con más de 20 años en el mercado, requiere contratar al mejor profesional para hacerse cargo del área de administración y ventas. 

Responsabilidades:
-	Elaborar estrategias comerciales que potencien la venta
-	Administrar el negocio mejorando su rentabilidad
-	Elaborar estrategias de marketing

Se ofrece:
Incorporarse a importante empresa consolidada en el rubro.
Renta acorde al mercado. 

BVM Consultores invita a los postulantes interesados a enviar sus antecedentes INDICANDO REFERENCIAS LABORALES Y PRETESIONES DE RENTA al mail comercial@bvmconsultores.com  o ingresarlos directamente en el sitio www.serecluta.com",Jornada Completa,,STGO,Universitaria,Indiferente,"-	Ingeniero comercial o profesional con estudios de Administración de empresas.
-	Comprobada experiencia mínima de 3 años en ventas y administración.
-	Deseable experiencia en pinturas.
-	Experiencia en liderar equipos de trabajo.",[Ingeniería Comercial] - ,Desactivo,Gratuito,Nivel usuario avanzado,,1000000.0,Matched (3),1,0,0,0,"[2177, 2178, 2179, 2180, 2181, 2182, 2183, 2184, 2185, 2231, 2339, 2340, 2341, 2342, 2343, 2344, 2345, 2347, 2348, 2349, 2350, 2351, 2352, 2353]"
2347,337725.0,9996,2008-10-01,1.0,1.0,3.0,2008-11-30 00:00:00,60,0,Ingeniero comercial para empresa líder en terminación de construcciones.,Comercial,Biotecnologia,"Nuestro cliente, empresa líder en terminación de construcciones con más de 20 años en el mercado, requiere contratar al mejor profesional para hacerse cargo del área de administración y ventas. 

Responsabilidades:
-	Elaborar estrategias comerciales que potencien la venta
-	Administrar el negocio mejorando su rentabilidad
-	Elaborar estrategias de marketing

Se ofrece:
Incorporarse a importante empresa consolidada en el rubro.
Renta acorde al mercado. 

BVM Consultores invita a los postulantes interesados a enviar sus antecedentes INDICANDO REFERENCIAS LABORALES Y PRETESIONES DE RENTA al mail comercial@bvmconsultores.com  o ingresarlos directamente en el sitio www.serecluta.com",Jornada Completa,,STGO,Universitaria,Indiferente,"-	Ingeniero comercial o profesional con estudios de Administración de empresas.
-	Comprobada experiencia mínima de 3 años en ventas y administración.
-	Deseable experiencia en pinturas.
-	Experiencia en liderar equipos de trabajo.",[Ingeniería Comercial] - ,Desactivo,Gratuito,Nivel usuario avanzado,,1000000.0,Matched (3),1,0,0,0,"[2177, 2178, 2179, 2180, 2181, 2182, 2183, 2184, 2185, 2231, 2339, 2340, 2341, 2342, 2343, 2344, 2345, 2346, 2348, 2349, 2350, 2351, 2352, 2353]"
2348,337737.0,7857,2008-10-01,1.0,1.0,2.0,2008-11-30 00:00:00,60,0,Ingeniero comercial para empresa líder en terminación de construcciones.,Comercial,Biotecnologia,"Nuestro cliente, empresa líder en terminación de construcciones con más de 20 años en el mercado, requiere contratar al mejor profesional para hacerse cargo del área de administración y ventas. 

Responsabilidades:
-	Elaborar estrategias comerciales que potencien la venta
-	Administrar el negocio mejorando su rentabilidad
-	Elaborar estrategias de marketing

Se ofrece:
Incorporarse a importante empresa consolidada en el rubro.
Renta acorde al mercado. 

BVM Consultores invita a los postulantes interesados a enviar sus antecedentes INDICANDO REFERENCIAS LABORALES Y PRETESIONES DE RENTA al mail comercial@bvmconsultores.com  o ingresarlos directamente en el sitio www.serecluta.com",Jornada Completa,,STGO,Universitaria,Indiferente,"-	Ingeniero comercial o profesional con estudios de Administración de empresas.
-	Comprobada experiencia mínima de 3 años en ventas y administración.
-	Deseable experiencia en pinturas.
-	Experiencia en liderar equipos de trabajo.",[Ingeniería Comercial] - ,Desactivo,Gratuito,Nivel usuario avanzado,,1000000.0,Matched (3),1,0,0,0,"[2177, 2178, 2179, 2180, 2181, 2182, 2183, 2184, 2185, 2231, 2339, 2340, 2341, 2342, 2343, 2344, 2345, 2346, 2347, 2349, 2350, 2351, 2352, 2353]"
2349,337738.0,20228,2008-10-01,1.0,1.0,2.0,2008-11-30 00:00:00,60,0,Ingeniero comercial para empresa líder en terminación de construcciones.,Comercial,Biotecnologia,"Nuestro cliente, empresa líder en terminación de construcciones con más de 20 años en el mercado, requiere contratar al mejor profesional para hacerse cargo del área de administración y ventas. 

Responsabilidades:
-	Elaborar estrategias comerciales que potencien la venta
-	Administrar el negocio mejorando su rentabilidad
-	Elaborar estrategias de marketing

Se ofrece:
Incorporarse a importante empresa consolidada en el rubro.
Renta acorde al mercado. 

BVM Consultores invita a los postulantes interesados a enviar sus antecedentes INDICANDO REFERENCIAS LABORALES Y PRETESIONES DE RENTA al mail comercial@bvmconsultores.com  o ingresarlos directamente en el sitio www.serecluta.com",Jornada Completa,,STGO,Universitaria,Indiferente,"-	Ingeniero comercial o profesional con estudios de Administración de empresas.
-	Comprobada experiencia mínima de 3 años en ventas y administración.
-	Deseable experiencia en pinturas.
-	Experiencia en liderar equipos de trabajo.",[Ingeniería Comercial] - ,Desactivo,Gratuito,Nivel usuario avanzado,,1000000.0,Matched (3),1,0,0,0,"[2177, 2178, 2179, 2180, 2181, 2182, 2183, 2184, 2185, 2231, 2339, 2340, 2341, 2342, 2343, 2344, 2345, 2346, 2347, 2348, 2350, 2351, 2352, 2353]"
2350,337739.0,6618,2008-10-01,1.0,1.0,2.0,2008-11-30 00:00:00,60,0,Ingeniero comercial para empresa líder en terminación de construcciones.,Comercial,Biotecnologia,"Nuestro cliente, empresa líder en terminación de construcciones con más de 20 años en el mercado, requiere contratar al mejor profesional para hacerse cargo del área de administración y ventas. 

Responsabilidades:
-	Elaborar estrategias comerciales que potencien la venta
-	Administrar el negocio mejorando su rentabilidad
-	Elaborar estrategias de marketing

Se ofrece:
Incorporarse a importante empresa consolidada en el rubro.
Renta acorde al mercado. 

BVM Consultores invita a los postulantes interesados a enviar sus antecedentes INDICANDO REFERENCIAS LABORALES Y PRETESIONES DE RENTA al mail comercial@bvmconsultores.com  o ingresarlos directamente en el sitio www.serecluta.com",Jornada Completa,,STGO,Universitaria,Indiferente,"-	Ingeniero comercial o profesional con estudios de Administración de empresas.
-	Comprobada experiencia mínima de 3 años en ventas y administración.
-	Deseable experiencia en pinturas.
-	Experiencia en liderar equipos de trabajo.",[Ingeniería Comercial] - ,Desactivo,Gratuito,Nivel usuario avanzado,,1000000.0,Matched (3),1,0,0,0,"[2177, 2178, 2179, 2180, 2181, 2182, 2183, 2184, 2185, 2231, 2339, 2340, 2341, 2342, 2343, 2344, 2345, 2346, 2347, 2348, 2349, 2351, 2352, 2353]"
2351,337740.0,21475,2008-10-01,1.0,1.0,2.0,2008-12-30 00:00:00,90,0,Ingeniero comercial para empresa líder en terminación de construcciones.,Comercial,Biotecnologia,"Nuestro cliente, empresa líder en terminación de construcciones con más de 20 años en el mercado, requiere contratar al mejor profesional para hacerse cargo del área de administración y ventas. 

Responsabilidades:
-	Elaborar estrategias comerciales que potencien la venta
-	Administrar el negocio mejorando su rentabilidad
-	Elaborar estrategias de marketing

Se ofrece:
Incorporarse a importante empresa consolidada en el rubro.
Renta acorde al mercado. 

BVM Consultores invita a los postulantes interesados a enviar sus antecedentes INDICANDO REFERENCIAS LABORALES Y PRETESIONES DE RENTA al mail comercial@bvmconsultores.com  o ingresarlos directamente en el sitio www.serecluta.com",Jornada Completa,,STGO,Universitaria,Indiferente,"-	Ingeniero comercial o profesional con estudios de Administración de empresas.
-	Comprobada experiencia mínima de 3 años en ventas y administración.
-	Deseable experiencia en pinturas.
-	Experiencia en liderar equipos de trabajo.",[Ingeniería Comercial] - ,Desactivo,Gratuito,Nivel usuario avanzado,,1000000.0,Matched (3),1,0,0,0,"[2177, 2178, 2179, 2180, 2181, 2182, 2183, 2184, 2185, 2231, 2339, 2340, 2341, 2342, 2343, 2344, 2345, 2346, 2347, 2348, 2349, 2350, 2352, 2353]"
2352,337742.0,16711,2008-10-01,1.0,1.0,2.0,2008-11-30 00:00:00,60,0,Ingeniero comercial para empresa líder en terminación de construcciones.,Comercial,Biotecnologia,"Nuestro cliente, empresa líder en terminación de construcciones con más de 20 años en el mercado, requiere contratar al mejor profesional para hacerse cargo del área de administración y ventas. 

Responsabilidades:
-	Elaborar estrategias comerciales que potencien la venta
-	Administrar el negocio mejorando su rentabilidad
-	Elaborar estrategias de marketing

Se ofrece:
Incorporarse a importante empresa consolidada en el rubro.
Renta acorde al mercado. 

BVM Consultores invita a los postulantes interesados a enviar sus antecedentes INDICANDO REFERENCIAS LABORALES Y PRETESIONES DE RENTA al mail comercial@bvmconsultores.com  o ingresarlos directamente en el sitio www.serecluta.com",Jornada Completa,,STGO,Universitaria,Indiferente,"-	Ingeniero comercial o profesional con estudios de Administración de empresas.
-	Comprobada experiencia mínima de 3 años en ventas y administración.
-	Deseable experiencia en pinturas.
-	Experiencia en liderar equipos de trabajo",,Desactivo,Gratuito,Nivel usuario avanzado,,1000000.0,Matched (3),1,0,0,0,"[2177, 2178, 2179, 2180, 2181, 2182, 2183, 2184, 2185, 2231, 2339, 2340, 2341, 2342, 2343, 2344, 2345, 2346, 2347, 2348, 2349, 2350, 2351, 2353]"
2353,337743.0,16109,2008-10-01,1.0,1.0,2.0,2008-11-30 00:00:00,60,0,Ingeniero comercial para empresa líder en terminación de construcciones.,Comercial,Biotecnologia,"Nuestro cliente, empresa líder en terminación de construcciones con más de 20 años en el mercado, requiere contratar al mejor profesional para hacerse cargo del área de administración y ventas. 

Responsabilidades:
-	Elaborar estrategias comerciales que potencien la venta
-	Administrar el negocio mejorando su rentabilidad
-	Elaborar estrategias de marketing

Se ofrece:
Incorporarse a importante empresa consolidada en el rubro.
Renta acorde al mercado. 

BVM Consultores invita a los postulantes interesados a enviar sus antecedentes INDICANDO REFERENCIAS LABORALES Y PRETESIONES DE RENTA al mail comercial@bvmconsultores.com  o ingresarlos directamente en el sitio www.serecluta.com",Jornada Completa,,stgo,Universitaria,Indiferente,"-	Ingeniero comercial o profesional con estudios de Administración de empresas.
-	Comprobada experiencia mínima de 3 años en ventas y administración.
-	Deseable experiencia en pinturas.
-	Experiencia en liderar equipos de trabajo",[Ingeniería Comercial] - ,Desactivo,Gratuito,Nivel usuario avanzado,,1000000.0,Matched (3),1,0,0,0,"[2177, 2178, 2179, 2180, 2181, 2182, 2183, 2184, 2185, 2231, 2339, 2340, 2341, 2342, 2343, 2344, 2345, 2346, 2347, 2348, 2349, 2350, 2351, 2352]"
2356,337878.0,581351,2008-12-01,2.0,1.0,5.0,2009-01-30 00:00:00,60,0,Guardia de Seguridad Física,Servicios de Seguridad,Consumo masivo,"Importante Empresa, Lider en Servicios de IT y BPO desea contratar Guardia de Seguridad Fisica, encargado de efectuar las funciones de Guardia de Seguridad, Nochero, Portero, Rondín u otros de similar carácter para los efectos del Decreto Supremo Nº 93, quienes sin tener calidad de Vigilantes Privados, brinden personalmente seguridad o protección a bienes o personas, en general.

PRINCIPALES FUNCIONES A DESARROLLAR
1.Colaborar en la Administración de los Recursos Humanos asignados al Departamento, haciendo cumplir las líneas de orientación y desarrollo de actividades implementadas por el Jefe de éste.
2. Colaborar con la Administración de los Recursos Materiales asignados al Departamento, supervisando el uso adecuado y máximo rendimiento de estos.
3. Colaborar con la Gestión de toda la información y registros del Departamento, sobre Seguridad Física y Tecnológica, y de Prevención de Riesgos que se genere.
4. Colaborar a Controlar y Auditar los Procedimientos y Normas de Seguridad y Prevención de Riesgos existentes por Planes Corporativos y otros.
5. Supervisar a los Agentes de Seguridad externos y todas las buenas prácticas relacionadas con Seguridad Física y Tecnológica, además de lo relacionado con Prevención de Riesgos.
6. Realizar todas las tareas que el Sr. Jefe de Seguridad y Sr. Coordinador de Seguridad dispongan en el ejercicio de su cargo.

Renta Liquida: $250.000",Jornada Completa,,Santiago,Técnico medio/ colegio técnico,Indiferente,"Conocimientos Técnicos: 
Estudios Técnicos en Seg. Privada (curso OS-10 al día)
Deseable estudios en Prevención de Riesgos  y conocimientos de sistemas de CCTV.",[Guardia de Seguridad] - ,Desactivo,Pagado,Nivel usuario,,250000.0,Matched (3),1,0,0,0,[2980]
2359,338028.0,37851,2008-10-02,2.0,0.0,2.0,2008-12-31 00:00:00,90,0,Ingeniero de Mantención Hidraúlica,Mantención,Agua / Obras Sanitarias,"Importante empresa del rubro productivo en plásticos requiere para su equipo de mantención incorporar a jóven técnico para conformar parte de un equipo de diferentes especialidades a cargo de la mantención preventiva y correctiva de la maquinaria utilizada en la empresa. 

La Persona: 
- Técnico o Ingeniero en Ejecución mención Hidráulica. 
- Con uno o dos años de experiencia desarrollando labores de mantención, preferentemente en empresas productivas o de maquinaria pesada. 
- Deseable conocimientos en válvulas proporcionales y servo válvulas. 
- Disponibilidad para trabajar por turnos, rotando entre mañana, tarde y noche. 

Nos orientamos a personas con capacidad de trabajo en equipo, que entreguen valor agregado al trabajo del grupo, propositivo y dinámico.",Por Turnos,indefinida,"Huechuraba, sector Vespucio",Técnico profesional superior,Indiferente,Al menos un año desarrollando labores de mantención en empresas productivas.,[Técnico en Oleohidráulica y Neumática] - ,Desactivo,Gratuito,Nivel usuario,,500000.0,Matched (3),1,0,0,0,[2392]
2362,338237.0,7313,2008-10-02,1.0,0.0,1.0,2008-12-31 00:00:00,90,0,INGENIEROS CIVILES INDUSTRIALES O INGENIEROS MENCIÓN TRANSPORTE SIN EXPERIENCIA,Planificación y Desarrollo,Aeronaves / Astilleros,"Prestigiosa empresa consultora en las áreas de ingeniería económica y gestión, requiere incorporar Ingenieros Civiles Industriales o Ingenieros Mención Transporte recién titulados o egresados ( o hasta con dos año de experiencia) para desempeñarse en su interior.

Será contratado a honorarios para diversos proyectos sucesivos, con la posibilidad de permanecer a largo plazo en la empresa y proyectarse para asumir puestos de jefatura de proyectos.

Entre sus funciones los primeros meses se encontrarán:
- Elaborar y analizar planillas de cálculos y bases de datos.
- Realizar proyecciones de demanda.
- Colaborar en estudios de costos.
- Levantar información para su posterior análisis.",Jornada Completa,,Santiago,Universitaria,Indiferente,"Requisitos: 
- Ingeniero Civil Industrial titulado o egresado en proceso de titulación ( realizando memoria, tesis o exámen de grado).
- Buen rendimiento académico durante sus años de estudios superiores. 
- Máximo 2 años de experiencia profesional. 
- Manejo de Excel avanzado. 
- Deseable conocimientos en infraestructura de transportes.",[Ingeniería Industrial] - ,Desactivo,Gratuito,Nivel usuario,,1000000.0,Matched (3),1,0,0,0,[1662]
2363,338264.0,581127,2008-10-02,1.0,0.0,,2008-12-31 00:00:00,90,0,Jefe de Ventas,Comercial,Biotecnologia,"Buscamos profesional con ganas de implementar un proyecto en el área comercial y de ventas. El proyecto ha funcionado bastante bien, y ahora es momento de formalizarlo e implementarlo. Desarrollar planes de marketing, de ventas, concretar ventas, mantener flujos, desarrollo de canales de ventas y clientes. En definitiva, es hacerse cargo de todo lo relacionada con el marketing y ventas en la empresa. Amplias posibilidades de desarrollo, entendiendo que es un proyecto, incluso existe la posibilidad de participación societaria si el trabajo es bien evaluado con el tiempo.",Jornada Completa,,Providencia,Universitaria,Indiferente,"Necesitamos una persona con espíritu emprendedor, con ganas de trabajar con escasos recurso, pero teneindo conciencia que detrás hay un equipo profesional, Que sea independiente y capaz de materializar en hechos concretos las ideas.",[Ingeniería de Ejecución en Administración] - ,Desactivo,Gratuito,Nivel usuario,,300000.0,Matched (3),1,0,0,0,"[2364, 2506, 2507]"
2364,338269.0,11758,2008-10-02,1.0,0.0,,2008-11-01 00:00:00,30,0,Jefe de Ventas,Ventas,Biotecnologia,"Buscamos profesional con ganas de implementar un proyecto en el área comercial y de ventas. El proyecto ha funcionado bastante bien, y ahora es momento de formalizarlo e implementarlo. Desarrollar planes de marketing, de ventas, concretar ventas, mantener flujos, desarrollo de canales de ventas y clientes. En definitiva, es hacerse cargo de todo lo relacionada con el marketing y ventas en la empresa. Amplias posibilidades de desarrollo, entendiendo que es un proyecto, incluso existe la posibilidad de participación societaria si el trabajo es bien evaluado con el tiempo.",Jornada Completa,,Providencia,Universitaria,Indiferente,"Necesitamos una persona con espíritu emprendedor, con ganas de trabajar con escasos recurso, pero teneindo conciencia que detrás hay un equipo profesional, Que sea independiente y capaz de materializar en hechos concretos las ideas.",[Venta y Publicidad] - ,Desactivo,Gratuito,Nivel usuario,,300000.0,Matched (3),1,0,0,0,"[2363, 2506, 2507]"
2365,338596.0,44477,2008-10-03,3.0,0.0,1.0,2009-01-01 00:00:00,90,0,MUESTREADOR DE AGUAS RESIDUALES Y LODO.,Otra Área,Aeronaves / Astilleros,"Importante empresa del rubro sanitario requiere contratar técnico o profesional para desempeñase en el cargo de Muestreador de Aguas Residuales y Lodo.

PRINCIPALES FUNCIONES:
-Efectuar recolección, preservación y transporte de muestras de aguas, realizando determinación de parámetros físico-químicos en terreno, de acuerdo, a las exigencias del sistema de aseguramiento de calidad.",Jornada Completa,,Santiago comuna de San Joaquín,Técnico medio/ colegio técnico,Indiferente,"- Deseable experiencia en muestreo de aguas.
- Manejo de equipos automáticos y medidores de caudal.
- Manejo computación nivel usuario.
- Licencia clase B al día.",[Técnico en Medio Ambiente] - ,Desactivo,Pagado,Nivel usuario,,320000.0,Matched (3),1,0,0,0,"[105, 268, 690, 780, 1026, 1101, 1357, 1424, 1496, 1623, 1765, 1938, 2147, 2239]"
