,avisoid,empresaid,avisofechapublicacion,avisovacante,mostrarsueldo,avisoexperiencia,expiracion,dias,avisorepublicacion,avisocargo,areanombre,actividadempresanombre,avisocuerpo,disponibilidadnombre,avisoduracioncont,avisolugartrabajo,gradoescolarnombre,situacionestudios,avisorequisitos,carreras,estado,endpagado_o_gratuito,nivelnombre,carreras_array,sueldoestimado,_merge,bucket1,bucket2,bucket3,bucket4,similars
4996,727596.0,36916,2010-12-04,1.0,,,2010-12-18 00:00:00,14,0,Docente,Otra Área,Aeronaves / Astilleros,,Jornada Completa,,,,,"Currículum Viate según formato UBB, disponible en página web: www.ubiobio.cl
Entrega de antecedentes: Universidad del Bio-Bio, Sede Concepción, Oficina de Partes, Av. Andrés Bello s/n, Casilla 447, Chillán.
Universidad del Bío-Bío, Sede Concepción, Oficina de Partes, Av., Collao 1202, Casilla 5-C, Concepción.
La información sobre requisitos y antecedentes a considerar en los respectivos concursos, se encuentra disponible en el sitio web:
Contacto: ftoledo@ubiobio.cl 
http://www.ubiobio.cl/concursociencias ; fono: 42 253050 / 42253049.Aviso publicado en Cuerpo E, página 23.

• Grado de Doctor(a) en Modelamiento matemático o su equivalente.
• Experiencia en investigación de fenómenos de aprendizaje y sus aplicaciones dentro del área de la educación matemática.
• Excepcionalmente, se aceptarán candidatos(as) en etapa terminal de tesis. ",[Matemática ] - ,Desactivo,Gratuito,,,,Matched (3),1,0,0,0,"[2002, 2054, 2187, 2189, 2190, 2194, 2272, 2319, 2352, 2426, 2427, 2428, 2429, 2430, 2431, 2434, 2527, 2528, 2529, 2530, 2559, 2611, 2612, 2717, 2829, 2875, 2915, 2916, 2918, 2919, 2920, 2921, 2922, 2923, 2924, 2955, 2956, 2957, 3043, 3045, 3046, 3047, 3050, 3051, 3056, 3058, 3158, 3159, 3160, 3161, 3260, 3300, 3301, 3303, 3358, 3359, 3360, 3485, 3486, 3487, 3488, 3489, 3607, 3650, 3750, 3751, 3752, 3753, 3754, 3857, 3862, 3945, 3946, 3948, 3949, 4043, 4044, 4045, 4046, 4047, 4077, 4087, 4088, 4180, 4294, 4314, 4383, 4429, 4430, 4480, 4482, 4483, 4553, 4573, 4574, 4667, 4668, 4669, 4670, 4671, 4672, 4673, 4674, 4675, 4676, 4677, 4678, 4745, 4810, 4811, 4812, 4813, 4814, 4984, 4985, 4986, 4987, 4988, 4989, 4990, 4991, 4992, 4993, 4994, 4995, 4997, 4998, 4999, 5000, 5001, 5002, 5003, 5004, 5005, 5006, 5007, 5008, 5009, 5010, 5011, 5012, 5013, 5014, 5100, 5101, 5102, 5116, 5172, 5173, 5249, 5283, 5284]"
4997,727600.0,36916,2010-12-04,1.0,,,2010-12-18 00:00:00,14,0,Docente,Otra Área,Aeronaves / Astilleros,,Jornada Completa,,,,,"Currículum Viate según formato UBB, disponible en página web: www.ubiobio.cl
Entrega de antecedentes: Universidad del Bio-Bio, Sede Concepción, Oficina de Partes, Av. Andrés Bello s/n, Casilla 447, Chillán.
Universidad del Bío-Bío, Sede Concepción, Oficina de Partes, Av., Collao 1202, Casilla 5-C, Concepción.
La información sobre requisitos y antecedentes a considerar en los respectivos concursos, se encuentra disponible en el sitio web:
Contacto: ftoledo@ubiobio.cl 
http://www.ubiobio.cl/concursociencias ; fono: 42 253050 / 42253049.Aviso publicado en Cuerpo E, página 23.

• Grado de Doctor(a) en Ciencias, Ingeniería a su equivalente.
• Especialización  en el área de la Botánica orientado a la conservación.
• Formación a nivel de pregado de Ingeniería en Recursos Naturales.
.• Excepcionalmente, se aceptarán candidatos(as) en etapa terminal de tesis. ",[Biología] - ,Desactivo,Gratuito,,,,Matched (3),1,0,0,0,"[2002, 2054, 2187, 2189, 2190, 2194, 2272, 2319, 2352, 2426, 2427, 2428, 2429, 2430, 2431, 2434, 2527, 2528, 2529, 2530, 2559, 2611, 2612, 2717, 2829, 2875, 2915, 2916, 2918, 2919, 2920, 2921, 2922, 2923, 2924, 2955, 2956, 2957, 3043, 3045, 3046, 3047, 3050, 3051, 3056, 3058, 3158, 3159, 3160, 3161, 3260, 3300, 3301, 3303, 3358, 3359, 3360, 3485, 3486, 3487, 3488, 3489, 3607, 3650, 3750, 3751, 3752, 3753, 3754, 3857, 3862, 3945, 3946, 3948, 3949, 4043, 4044, 4045, 4046, 4047, 4077, 4087, 4088, 4180, 4294, 4314, 4383, 4429, 4430, 4480, 4482, 4483, 4553, 4573, 4574, 4667, 4668, 4669, 4670, 4671, 4672, 4673, 4674, 4675, 4676, 4677, 4678, 4745, 4810, 4811, 4812, 4813, 4814, 4984, 4985, 4986, 4987, 4988, 4989, 4990, 4991, 4992, 4993, 4994, 4995, 4996, 4998, 4999, 5000, 5001, 5002, 5003, 5004, 5005, 5006, 5007, 5008, 5009, 5010, 5011, 5012, 5013, 5014, 5100, 5101, 5102, 5116, 5172, 5173, 5249, 5283, 5284]"
4998,727602.0,36916,2010-12-04,1.0,,,2010-12-18 00:00:00,14,0,Docente,Otra Área,Aeronaves / Astilleros,,Jornada Completa,,,,,"Currículum Viate según formato UBB, disponible en página web: www.ubiobio.cl
Entrega de antecedentes: Universidad del Bio-Bio, Sede Concepción, Oficina de Partes, Av. Andrés Bello s/n, Casilla 447, Chillán.
Universidad del Bío-Bío, Sede Concepción, Oficina de Partes, Av., Collao 1202, Casilla 5-C, Concepción.
La información sobre requisitos y antecedentes a considerar en los respectivos concursos, se encuentra disponible en el sitio web:
Contacto: ftoledo@ubiobio.cl 
http://www.ubiobio.cl/concursociencias ; fono: 42 253050 / 42253049.Aviso publicado en Cuerpo E, página 23.

• Grado de Doctor(a) en Ciencias con especialización en el área de Genética - Evolución o áreas afines, para desarrollar la línea de investigación de evolución, desarrollo y genética de patrones de conducta.
.• Excepcionalmente, se aceptarán candidatos(as) en etapa terminal de tesis. ",[Biología] - ,Desactivo,Gratuito,,,,Matched (3),1,0,0,0,"[2002, 2054, 2187, 2189, 2190, 2194, 2272, 2319, 2352, 2426, 2427, 2428, 2429, 2430, 2431, 2434, 2527, 2528, 2529, 2530, 2559, 2611, 2612, 2717, 2829, 2875, 2915, 2916, 2918, 2919, 2920, 2921, 2922, 2923, 2924, 2955, 2956, 2957, 3043, 3045, 3046, 3047, 3050, 3051, 3056, 3058, 3158, 3159, 3160, 3161, 3260, 3300, 3301, 3303, 3358, 3359, 3360, 3485, 3486, 3487, 3488, 3489, 3607, 3650, 3750, 3751, 3752, 3753, 3754, 3857, 3862, 3945, 3946, 3948, 3949, 4043, 4044, 4045, 4046, 4047, 4077, 4087, 4088, 4180, 4294, 4314, 4383, 4429, 4430, 4480, 4482, 4483, 4553, 4573, 4574, 4667, 4668, 4669, 4670, 4671, 4672, 4673, 4674, 4675, 4676, 4677, 4678, 4745, 4810, 4811, 4812, 4813, 4814, 4984, 4985, 4986, 4987, 4988, 4989, 4990, 4991, 4992, 4993, 4994, 4995, 4996, 4997, 4999, 5000, 5001, 5002, 5003, 5004, 5005, 5006, 5007, 5008, 5009, 5010, 5011, 5012, 5013, 5014, 5100, 5101, 5102, 5116, 5172, 5173, 5249, 5283, 5284]"
4999,727604.0,36916,2010-12-04,1.0,,,2010-12-18 00:00:00,14,0,Docente,Otra Área,Aeronaves / Astilleros,,Jornada Completa,,,,,"Currículum Viate según formato UBB, disponible en página web: www.ubiobio.cl
Entrega de antecedentes: Universidad del Bio-Bio, Sede Concepción, Oficina de Partes, Av. Andrés Bello s/n, Casilla 447, Chillán.
Universidad del Bío-Bío, Sede Concepción, Oficina de Partes, Av., Collao 1202, Casilla 5-C, Concepción.
La información sobre requisitos y antecedentes a considerar en los respectivos concursos, se encuentra disponible en el sitio web:
Contacto: ftoledo@ubiobio.cl 
http://www.ubiobio.cl/concursociencias ; fono: 42 253050 / 42253049.

Aviso publicado en Cuerpo E, página 23.

• Grado de Doctor(a) en Ciencias Física-Matemática o su equivalente.
.• Excepcionalmente, se aceptarán candidatos(as) en etapa terminal de tesis. ",[Física / Ciencias Físicas] - ,Desactivo,Gratuito,,,,Matched (3),1,0,0,0,"[2002, 2054, 2187, 2189, 2190, 2194, 2272, 2319, 2352, 2426, 2427, 2428, 2429, 2430, 2431, 2434, 2527, 2528, 2529, 2530, 2559, 2611, 2612, 2717, 2829, 2875, 2915, 2916, 2918, 2919, 2920, 2921, 2922, 2923, 2924, 2955, 2956, 2957, 3043, 3045, 3046, 3047, 3050, 3051, 3056, 3058, 3158, 3159, 3160, 3161, 3260, 3300, 3301, 3303, 3358, 3359, 3360, 3485, 3486, 3487, 3488, 3489, 3607, 3650, 3750, 3751, 3752, 3753, 3754, 3857, 3862, 3945, 3946, 3948, 3949, 4043, 4044, 4045, 4046, 4047, 4077, 4087, 4088, 4180, 4294, 4314, 4383, 4429, 4430, 4480, 4482, 4483, 4553, 4573, 4574, 4667, 4668, 4669, 4670, 4671, 4672, 4673, 4674, 4675, 4676, 4677, 4678, 4745, 4810, 4811, 4812, 4813, 4814, 4984, 4985, 4986, 4987, 4988, 4989, 4990, 4991, 4992, 4993, 4994, 4995, 4996, 4997, 4998, 5000, 5001, 5002, 5003, 5004, 5005, 5006, 5007, 5008, 5009, 5010, 5011, 5012, 5013, 5014, 5100, 5101, 5102, 5116, 5172, 5173, 5249, 5283, 5284]"
5000,727609.0,36916,2010-12-04,1.0,,,2010-12-18 00:00:00,14,0,Docente,Otra Área,Aeronaves / Astilleros,,Jornada Completa,,,,,"Currículum Viate según formato UBB, disponible en página web: www.ubiobio.cl
Entrega de antecedentes: Universidad del Bio-Bio, Sede Concepción, Oficina de Partes, Av. Andrés Bello s/n, Casilla 447, Chillán.
Universidad del Bío-Bío, Sede Concepción, Oficina de Partes, Av., Collao 1202, Casilla 5-C, Concepción.
La información sobre requisitos y antecedentes a considerar en los respectivos concursos, se encuentra disponible en el sitio web:
Contacto: ngomez@ubiobio.cl ; scontre@ubiobio.cl ; fono: 41 2731147 / 41 2731110 ; fax: 2731023.

Aviso publicado en Cuerpo E, página 23.

• Grado de Doctor(a) de preferencia con líneas de especialización en una de las siguinetes áreas: Estadística Actuarial, Análisis dedatos categóricos, Estadística no paramétrica, Estadística Bayesiana, Bioestadística, Procesos Estocásticos, Probabilidad ,Econometría, Análisis de Sobreviviencia; Teoría d Control Estadístico, Redes Neuronales, Lógica Difusa, Modelos de Respuesta al Item, Minería de datos, Modelos Lineales.
.• Se aceptarán candidatos(as) en etapa terminal de tesis. ",,Desactivo,Gratuito,,,,Matched (3),1,0,0,0,"[2002, 2054, 2187, 2189, 2190, 2194, 2272, 2319, 2352, 2426, 2427, 2428, 2429, 2430, 2431, 2434, 2527, 2528, 2529, 2530, 2559, 2611, 2612, 2717, 2829, 2875, 2915, 2916, 2918, 2919, 2920, 2921, 2922, 2923, 2924, 2955, 2956, 2957, 3043, 3045, 3046, 3047, 3050, 3051, 3056, 3058, 3158, 3159, 3160, 3161, 3260, 3300, 3301, 3303, 3358, 3359, 3360, 3485, 3486, 3487, 3488, 3489, 3607, 3650, 3750, 3751, 3752, 3753, 3754, 3857, 3862, 3945, 3946, 3948, 3949, 4043, 4044, 4045, 4046, 4047, 4077, 4087, 4088, 4180, 4294, 4314, 4383, 4429, 4430, 4480, 4482, 4483, 4553, 4573, 4574, 4667, 4668, 4669, 4670, 4671, 4672, 4673, 4674, 4675, 4676, 4677, 4678, 4745, 4810, 4811, 4812, 4813, 4814, 4984, 4985, 4986, 4987, 4988, 4989, 4990, 4991, 4992, 4993, 4994, 4995, 4996, 4997, 4998, 4999, 5001, 5002, 5003, 5004, 5005, 5006, 5007, 5008, 5009, 5010, 5011, 5012, 5013, 5014, 5100, 5101, 5102, 5116, 5172, 5173, 5249, 5283, 5284]"
5001,727612.0,36916,2010-12-04,1.0,,,2010-12-18 00:00:00,14,0,Docente,Otra Área,Aeronaves / Astilleros,,Jornada Completa,,,,,"Currículum Viate según formato UBB, disponible en página web: www.ubiobio.cl
Entrega de antecedentes: Universidad del Bio-Bio, Sede Concepción, Oficina de Partes, Av. Andrés Bello s/n, Casilla 447, Chillán.
Universidad del Bío-Bío, Sede Concepción, Oficina de Partes, Av., Collao 1202, Casilla 5-C, Concepción.
La información sobre requisitos y antecedentes a considerar en los respectivos concursos, se encuentra disponible en el sitio web:
Contacto: Francisco Brito Hermosilla fbrito@ubiobio.cl ; fono: 41 2731313.

Aviso publicado en Cuerpo E, página 23.

• Grado de Doctor(a)  en Ciencias con mención en Física.
• Poseer un línea de investigación definida, medida de publicaciones y proyectos de investigación.",[Física / Ciencias Físicas] - ,Desactivo,Gratuito,,,,Matched (3),1,0,0,0,"[2002, 2054, 2187, 2189, 2190, 2194, 2272, 2319, 2352, 2426, 2427, 2428, 2429, 2430, 2431, 2434, 2527, 2528, 2529, 2530, 2559, 2611, 2612, 2717, 2829, 2875, 2915, 2916, 2918, 2919, 2920, 2921, 2922, 2923, 2924, 2955, 2956, 2957, 3043, 3045, 3046, 3047, 3050, 3051, 3056, 3058, 3158, 3159, 3160, 3161, 3260, 3300, 3301, 3303, 3358, 3359, 3360, 3485, 3486, 3487, 3488, 3489, 3607, 3650, 3750, 3751, 3752, 3753, 3754, 3857, 3862, 3945, 3946, 3948, 3949, 4043, 4044, 4045, 4046, 4047, 4077, 4087, 4088, 4180, 4294, 4314, 4383, 4429, 4430, 4480, 4482, 4483, 4553, 4573, 4574, 4667, 4668, 4669, 4670, 4671, 4672, 4673, 4674, 4675, 4676, 4677, 4678, 4745, 4810, 4811, 4812, 4813, 4814, 4984, 4985, 4986, 4987, 4988, 4989, 4990, 4991, 4992, 4993, 4994, 4995, 4996, 4997, 4998, 4999, 5000, 5002, 5003, 5004, 5005, 5006, 5007, 5008, 5009, 5010, 5011, 5012, 5013, 5014, 5100, 5101, 5102, 5116, 5172, 5173, 5249, 5283, 5284]"
5002,727615.0,36916,2010-12-04,2.0,,,2010-12-18 00:00:00,14,0,Docente,Otra Área,Aeronaves / Astilleros,,Media Jornada,,,,,"Currículum Viate según formato UBB, disponible en página web: www.ubiobio.cl
Entrega de antecedentes: Universidad del Bio-Bio, Sede Concepción, Oficina de Partes, Av. Andrés Bello s/n, Casilla 447, Chillán.
Universidad del Bío-Bío, Sede Concepción, Oficina de Partes, Av., Collao 1202, Casilla 5-C, Concepción.
La información sobre requisitos y antecedentes a considerar en los respectivos concursos, se encuentra disponible en el sitio web:
Contacto: clvidal@ubiobio.cl ; marriag@ubiobio.cl http://dmat.ciencias.ubiobio.cl

Aviso publicado en Cuerpo E, página 23.

• Grado de Magíster.
• Presentar propuesta de trabajo.",,Desactivo,Gratuito,,,,Matched (3),1,0,0,0,"[2002, 2054, 2187, 2189, 2190, 2194, 2272, 2319, 2352, 2426, 2427, 2428, 2429, 2430, 2431, 2434, 2527, 2528, 2529, 2530, 2559, 2611, 2612, 2717, 2829, 2875, 2915, 2916, 2918, 2919, 2920, 2921, 2922, 2923, 2924, 2955, 2956, 2957, 3043, 3045, 3046, 3047, 3050, 3051, 3056, 3058, 3158, 3159, 3160, 3161, 3260, 3300, 3301, 3303, 3358, 3359, 3360, 3485, 3486, 3487, 3488, 3489, 3607, 3650, 3750, 3751, 3752, 3753, 3754, 3857, 3862, 3945, 3946, 3948, 3949, 4043, 4044, 4045, 4046, 4047, 4077, 4087, 4088, 4180, 4294, 4314, 4383, 4429, 4430, 4480, 4482, 4483, 4553, 4573, 4574, 4667, 4668, 4669, 4670, 4671, 4672, 4673, 4674, 4675, 4676, 4677, 4678, 4745, 4810, 4811, 4812, 4813, 4814, 4984, 4985, 4986, 4987, 4988, 4989, 4990, 4991, 4992, 4993, 4994, 4995, 4996, 4997, 4998, 4999, 5000, 5001, 5003, 5004, 5005, 5006, 5007, 5008, 5009, 5010, 5011, 5012, 5013, 5014, 5100, 5101, 5102, 5116, 5172, 5173, 5249, 5283, 5284]"
5003,727621.0,36916,2010-12-04,3.0,,,2010-12-18 00:00:00,14,0,Docente,Otra Área,Aeronaves / Astilleros,,Media Jornada,,,,,"Currículum Viate según formato UBB, disponible en página web: www.ubiobio.cl
Entrega de antecedentes: Universidad del Bio-Bio, Sede Concepción, Oficina de Partes, Av. Andrés Bello s/n, Casilla 447, Chillán.
Universidad del Bío-Bío, Sede Concepción, Oficina de Partes, Av., Collao 1202, Casilla 5-C, Concepción.
La información sobre requisitos y antecedentes a considerar en los respectivos concursos, se encuentra disponible en el sitio web:
Contacto: clvidal@ubiobio.cl ; marriag@ubiobio.cl http://dmat.ciencias.ubiobio.cl

Aviso publicado en Cuerpo E, página 23.

• Grado de Doctor(a) en Matemáticas o área afín.
• Línea de investigación principalmente en alguna de las siguientes áreas: Análisis Numérico; Optimización; Ecuaciones Diferenciales Parciales; Ecuaciones Diferenciales Ordinarias; Ecuaciones Diferenciales Funcionales; Sistemas Dinámicos; Procesos Estocásticos, Matemáticas Aplicada, Educación Matemática.
• Publicaciones en revistas cientificas internacionales (ISI9 en los últimos 5 años.
• Capacidad para obtener financiamiento a través de concursos de proyectos de investigación.
• Presentación propuesta de plan de desarrollo científico.
• Se aceptarán candidatos en etapa terminal de tesis.",,Desactivo,Gratuito,,,,Matched (3),1,0,0,0,"[2002, 2054, 2187, 2189, 2190, 2194, 2272, 2319, 2352, 2426, 2427, 2428, 2429, 2430, 2431, 2434, 2527, 2528, 2529, 2530, 2559, 2611, 2612, 2717, 2829, 2875, 2915, 2916, 2918, 2919, 2920, 2921, 2922, 2923, 2924, 2955, 2956, 2957, 3043, 3045, 3046, 3047, 3050, 3051, 3056, 3058, 3158, 3159, 3160, 3161, 3260, 3300, 3301, 3303, 3358, 3359, 3360, 3485, 3486, 3487, 3488, 3489, 3607, 3650, 3750, 3751, 3752, 3753, 3754, 3857, 3862, 3945, 3946, 3948, 3949, 4043, 4044, 4045, 4046, 4047, 4077, 4087, 4088, 4180, 4294, 4314, 4383, 4429, 4430, 4480, 4482, 4483, 4553, 4573, 4574, 4667, 4668, 4669, 4670, 4671, 4672, 4673, 4674, 4675, 4676, 4677, 4678, 4745, 4810, 4811, 4812, 4813, 4814, 4984, 4985, 4986, 4987, 4988, 4989, 4990, 4991, 4992, 4993, 4994, 4995, 4996, 4997, 4998, 4999, 5000, 5001, 5002, 5004, 5005, 5006, 5007, 5008, 5009, 5010, 5011, 5012, 5013, 5014, 5100, 5101, 5102, 5116, 5172, 5173, 5249, 5283, 5284]"
5004,727622.0,36916,2010-12-04,3.0,,,2010-12-18 00:00:00,14,0,Docente,Otra Área,Aeronaves / Astilleros,,Media Jornada,,,,,"Currículum Vitae según formato UBB, disponible en página web: www.ubiobio.cl
Entrega de antecedentes: Universidad del Bio-Bio, Sede Concepción, Oficina de Partes, Av. Andrés Bello s/n, Casilla 447, Chillán.
Universidad del Bío-Bío, Sede Concepción, Oficina de Partes, Av., Collao 1202, Casilla 5-C, Concepción.
La información sobre requisitos y antecedentes a considerar en los respectivos concursos, se encuentra disponible en el sitio web:
Contacto: Alexander Opazo Vega, Director Departamento Ingeniería Civil; aopazove@ubiobio.cl ; fono 412731645. fax: 41 2731040.

Aviso publicado en Cuerpo E, página 23.

• Título de Ingeniero(a) Civil.
• Experiencia docente universitaria en asignaturas asociadas a la Ingeniería Estructural.
• Grado académico de Doctor(a) o Magíster en el ámbito de la Ingeniería Estructural.",,Desactivo,Gratuito,,,,Matched (3),1,0,0,0,"[2002, 2054, 2187, 2189, 2190, 2194, 2272, 2319, 2352, 2426, 2427, 2428, 2429, 2430, 2431, 2434, 2527, 2528, 2529, 2530, 2559, 2611, 2612, 2717, 2829, 2875, 2915, 2916, 2918, 2919, 2920, 2921, 2922, 2923, 2924, 2955, 2956, 2957, 3043, 3045, 3046, 3047, 3050, 3051, 3056, 3058, 3158, 3159, 3160, 3161, 3260, 3300, 3301, 3303, 3358, 3359, 3360, 3485, 3486, 3487, 3488, 3489, 3607, 3650, 3750, 3751, 3752, 3753, 3754, 3857, 3862, 3945, 3946, 3948, 3949, 4043, 4044, 4045, 4046, 4047, 4077, 4087, 4088, 4180, 4294, 4314, 4383, 4429, 4430, 4480, 4482, 4483, 4553, 4573, 4574, 4667, 4668, 4669, 4670, 4671, 4672, 4673, 4674, 4675, 4676, 4677, 4678, 4745, 4810, 4811, 4812, 4813, 4814, 4984, 4985, 4986, 4987, 4988, 4989, 4990, 4991, 4992, 4993, 4994, 4995, 4996, 4997, 4998, 4999, 5000, 5001, 5002, 5003, 5005, 5006, 5007, 5008, 5009, 5010, 5011, 5012, 5013, 5014, 5100, 5101, 5102, 5116, 5172, 5173, 5249, 5283, 5284]"
5005,727623.0,36916,2010-12-04,1.0,,,2010-12-18 00:00:00,14,0,Docente,Otra Área,Aeronaves / Astilleros,,Media Jornada,,,,,"Currículum Vitae según formato UBB, disponible en página web: www.ubiobio.cl
Entrega de antecedentes: Universidad del Bio-Bio, Sede Concepción, Oficina de Partes, Av. Andrés Bello s/n, Casilla 447, Chillán.
Universidad del Bío-Bío, Sede Concepción, Oficina de Partes, Av., Collao 1202, Casilla 5-C, Concepción.
La información sobre requisitos y antecedentes a considerar en los respectivos concursos, se encuentra disponible en el sitio web:
Contacto: Alexander Opazo Vega, Director Departamento Ingeniería Civil; aopazove@ubiobio.cl ; fono 412731645. fax: 41 2731040.

Aviso publicado en Cuerpo E, página 23.

• Título de Ingeniero(a) Civil.
• Grado académico de Doctor(a) o Magíster en el ámbito de la Ingeniería Geotécnica.
• Experiencia Docente en asignaturas asociadas a la Ingeniería Geotécnica.",[Ingeniería Civil] - ,Desactivo,Gratuito,,,,Matched (3),1,0,0,0,"[2002, 2054, 2187, 2189, 2190, 2194, 2272, 2319, 2352, 2426, 2427, 2428, 2429, 2430, 2431, 2434, 2527, 2528, 2529, 2530, 2559, 2611, 2612, 2717, 2829, 2875, 2915, 2916, 2918, 2919, 2920, 2921, 2922, 2923, 2924, 2955, 2956, 2957, 3043, 3045, 3046, 3047, 3050, 3051, 3056, 3058, 3158, 3159, 3160, 3161, 3260, 3300, 3301, 3303, 3358, 3359, 3360, 3485, 3486, 3487, 3488, 3489, 3607, 3650, 3750, 3751, 3752, 3753, 3754, 3857, 3862, 3945, 3946, 3948, 3949, 4043, 4044, 4045, 4046, 4047, 4077, 4087, 4088, 4180, 4294, 4314, 4383, 4429, 4430, 4480, 4482, 4483, 4553, 4573, 4574, 4667, 4668, 4669, 4670, 4671, 4672, 4673, 4674, 4675, 4676, 4677, 4678, 4745, 4810, 4811, 4812, 4813, 4814, 4984, 4985, 4986, 4987, 4988, 4989, 4990, 4991, 4992, 4993, 4994, 4995, 4996, 4997, 4998, 4999, 5000, 5001, 5002, 5003, 5004, 5006, 5007, 5008, 5009, 5010, 5011, 5012, 5013, 5014, 5100, 5101, 5102, 5116, 5172, 5173, 5249, 5283, 5284]"
5006,727624.0,36916,2010-12-04,3.0,,,2010-12-18 00:00:00,14,0,Docente,Otra Área,Aeronaves / Astilleros,,Media Jornada,,,,,"Currículum Vitae según formato UBB, disponible en página web: www.ubiobio.cl
Entrega de antecedentes: Universidad del Bio-Bio, Sede Concepción, Oficina de Partes, Av. Andrés Bello s/n, Casilla 447, Chillán.
Universidad del Bío-Bío, Sede Concepción, Oficina de Partes, Av., Collao 1202, Casilla 5-C, Concepción.
La información sobre requisitos y antecedentes a considerar en los respectivos concursos, se encuentra disponible en el sitio web:
Contacto: jfiguero@ubiobio.cl : fono: 412731412.

Aviso publicado en Cuerpo E, página 23.

• Título de Ingeniero(a) Mecánico.
• Grado Académico de Doctor(a)  o en su salvedad grado de Magíster.
• Area de especialidad en Macánica Aplicada.
• Experiencia en el desarrollo de proyectos de Investigación.",[Ingeniería] - ,Desactivo,Gratuito,,,,Matched (3),1,0,0,0,"[2002, 2054, 2187, 2189, 2190, 2194, 2272, 2319, 2352, 2426, 2427, 2428, 2429, 2430, 2431, 2434, 2527, 2528, 2529, 2530, 2559, 2611, 2612, 2717, 2829, 2875, 2915, 2916, 2918, 2919, 2920, 2921, 2922, 2923, 2924, 2955, 2956, 2957, 3043, 3045, 3046, 3047, 3050, 3051, 3056, 3058, 3158, 3159, 3160, 3161, 3260, 3300, 3301, 3303, 3358, 3359, 3360, 3485, 3486, 3487, 3488, 3489, 3607, 3650, 3750, 3751, 3752, 3753, 3754, 3857, 3862, 3945, 3946, 3948, 3949, 4043, 4044, 4045, 4046, 4047, 4077, 4087, 4088, 4180, 4294, 4314, 4383, 4429, 4430, 4480, 4482, 4483, 4553, 4573, 4574, 4667, 4668, 4669, 4670, 4671, 4672, 4673, 4674, 4675, 4676, 4677, 4678, 4745, 4810, 4811, 4812, 4813, 4814, 4984, 4985, 4986, 4987, 4988, 4989, 4990, 4991, 4992, 4993, 4994, 4995, 4996, 4997, 4998, 4999, 5000, 5001, 5002, 5003, 5004, 5005, 5007, 5008, 5009, 5010, 5011, 5012, 5013, 5014, 5100, 5101, 5102, 5116, 5172, 5173, 5249, 5283, 5284]"
5007,727625.0,36916,2010-12-04,1.0,,,2010-12-18 00:00:00,14,0,Docente,Otra Área,Aeronaves / Astilleros,,Jornada Completa,,,,,"Currículum Vitae según formato UBB, disponible en página web: www.ubiobio.cl
Entrega de antecedentes: Universidad del Bio-Bio, Sede Concepción, Oficina de Partes, Av. Andrés Bello s/n, Casilla 447, Chillán.
Universidad del Bío-Bío, Sede Concepción, Oficina de Partes, Av., Collao 1202, Casilla 5-C, Concepción.
La información sobre requisitos y antecedentes a considerar en los respectivos concursos, se encuentra disponible en el sitio web:
Contacto: direlec@ubiobio.cl : fono: 41 2731561.

Aviso publicado en Cuerpo E, página 23.

• Título de Ingeniero(a) Civil Electrónica.
• Grado Académico de Doctor(a)  o en su salvedad grado de Magíster.
• Area de especialidad en Electrónico Industrial y Sistemas Digitales.
",[Ingeniería] - ,Desactivo,Gratuito,,,,Matched (3),1,0,0,0,"[2002, 2054, 2187, 2189, 2190, 2194, 2272, 2319, 2352, 2426, 2427, 2428, 2429, 2430, 2431, 2434, 2527, 2528, 2529, 2530, 2559, 2611, 2612, 2717, 2829, 2875, 2915, 2916, 2918, 2919, 2920, 2921, 2922, 2923, 2924, 2955, 2956, 2957, 3043, 3045, 3046, 3047, 3050, 3051, 3056, 3058, 3158, 3159, 3160, 3161, 3260, 3300, 3301, 3303, 3358, 3359, 3360, 3485, 3486, 3487, 3488, 3489, 3607, 3650, 3750, 3751, 3752, 3753, 3754, 3857, 3862, 3945, 3946, 3948, 3949, 4043, 4044, 4045, 4046, 4047, 4077, 4087, 4088, 4180, 4294, 4314, 4383, 4429, 4430, 4480, 4482, 4483, 4553, 4573, 4574, 4667, 4668, 4669, 4670, 4671, 4672, 4673, 4674, 4675, 4676, 4677, 4678, 4745, 4810, 4811, 4812, 4813, 4814, 4984, 4985, 4986, 4987, 4988, 4989, 4990, 4991, 4992, 4993, 4994, 4995, 4996, 4997, 4998, 4999, 5000, 5001, 5002, 5003, 5004, 5005, 5006, 5008, 5009, 5010, 5011, 5012, 5013, 5014, 5100, 5101, 5102, 5116, 5172, 5173, 5249, 5283, 5284]"
