,id,classifier_id,ad_id,classification,ease,workday,timestamp,estado
10667,,8,3919300.0,Not WFH,easy,full,,1.0
10673,,14,2547042.0,WFH,hard,full,,1.0
10676,,21,5627052.0,WFH,easy,full,,1.0
10693,,19,4015067.0,Not WFH,medium,full,,1.0
10723,,50,4067019.0,Not WFH,easy,full,,1.0
10738,,49,5296154.0,WFH,medium,not clear,2024-08-14 14:13:46.93589,1.0
10762,,41,2597085.0,Not WFH,medium,full,,1.0
10766,,28,2858299.0,Not WFH,easy,full,,1.0
10768,,49,4165230.0,Not WFH,easy,full,2024-07-25 05:22:39.987096,1.0
10780,,8,306574.0,Not WFH,easy,full,,1.0
10788,,13,2748224.0,Not WFH,easy,full,,1.0
10791,,50,5298346.0,WFH,easy,full,,1.0
10799,,11,5362348.0,Not WFH,easy,full,,1.0
10800,,15,5522916.0,WFH,medium,not clear,2024-07-17 22:05:47.081111,1.0
10808,,11,3909986.0,Not WFH,easy,full,,1.0
10811,,14,5084752.0,WFH,easy,full,,1.0
10836,,34,1309829.0,Not WFH,easy,full,,1.0
10841,,2,4152385.0,Not WFH,easy,full,2024-07-23 06:15:50.749005,1.0
10842,,11,1010221.0,Not WFH,easy,full,,1.0
10860,,11,2147656.0,Not WFH,easy,full,,1.0
10867,,11,5111330.0,WFH,easy,not clear,,1.0
10871,,28,5189084.0,WFH,easy,not clear,,1.0
10878,,34,604745.0,Not WFH,easy,full,,1.0
10882,,34,405117.0,WFH,easy,not clear,,1.0
10883,,22,3607895.0,Not WFH,easy,full,,1.0
10885,,22,3479664.0,Not WFH,hard,part,,1.0
10888,,50,4636450.0,Not WFH,medium,full,,1.0
10890,,47,3987290.0,Not WFH,easy,part,,1.0
10897,,11,2703737.0,Not WFH,easy,full,,1.0
10904,,47,4171429.0,Not WFH,easy,full,,1.0
10915,,34,1365626.0,Not WFH,easy,full,,1.0
10931,,2,4659912.0,Not WFH,easy,full,2024-07-23 05:13:24.994831,1.0
10940,,39,2252982.0,Not WFH,easy,full,,1.0
10949,,33,5203445.0,Not WFH,medium,not clear,,1.0
10956,,31,5529014.0,Not WFH,medium,full,,1.0
10958,,49,4139477.0,Not WFH,easy,full,2024-07-18 03:36:48.796448,1.0
10970,,41,3282712.0,Not WFH,easy,full,,1.0
10974,,21,2263817.0,Not WFH,medium,full,,1.0
10983,,11,1348986.0,Not WFH,easy,full,,1.0
10991,,50,5167070.0,WFH,easy,full,,1.0
11013,,11,5343586.0,Not WFH,easy,full,,1.0
11015,,8,2297263.0,Not WFH,easy,full,,1.0
11016,,8,3972445.0,Not WFH,easy,full,,1.0
11038,,34,2817472.0,Not WFH,easy,full,,1.0
11060,,11,4095491.0,Not WFH,easy,full,,1.0
11071,,30,5465246.0,Not WFH,easy,full,,1.0
11089,,34,1775766.0,Not WFH,easy,part,,1.0
11091,,11,4117607.0,Not WFH,easy,full,,1.0
11095,,11,5145872.0,Not WFH,hard,full,,1.0
11108,,41,4064044.0,WFH,easy,part,,1.0
11121,,8,3922721.0,Not WFH,easy,full,,1.0
11160,,8,1701427.0,Not WFH,easy,full,,1.0
11163,,39,3786292.0,Not WFH,easy,full,,1.0
11164,,43,4216283.0,WFH,easy,full,,1.0
11166,,8,454610.0,Not WFH,easy,full,,1.0
11174,,52,4130240.0,WFH,easy,full,2024-07-17 20:16:36.015412,1.0
11189,,34,4442130.0,Not WFH,easy,full,,1.0
11191,,37,4061940.0,WFH,easy,full,,1.0
11193,,20,5431037.0,Not WFH,easy,part,,1.0
11206,,39,4126403.0,Not WFH,easy,full,,1.0
11207,,37,3973501.0,Not WFH,easy,full,,1.0
11215,,20,4303391.0,WFH,easy,full,,1.0
11241,,44,314354.0,Not WFH,easy,full,,1.0
11244,,22,2653920.0,Not WFH,easy,full,,1.0
11252,,49,4136148.0,Not WFH,easy,full,2024-07-25 14:34:32.617271,1.0
11253,,11,5551714.0,Not WFH,medium,not clear,,1.0
11255,,8,2313797.0,WFH,easy,part,,1.0
11279,,20,4042572.0,Not WFH,easy,part,,1.0
11285,,49,5095372.0,Not WFH,easy,full,2024-08-14 15:57:54.220723,1.0
11290,,50,5570117.0,WFH,easy,not clear,,1.0
11315,,8,2775405.0,WFH,easy,full,,1.0
11316,,15,4139762.0,WFH,easy,full,2024-07-23 06:23:39.67498,1.0
11322,,34,2517357.0,Not WFH,easy,full,,1.0
11349,,11,5613618.0,Not WFH,easy,part,,1.0
11351,,8,2970644.0,WFH,easy,not clear,,1.0
11356,,23,3965716.0,Not WFH,easy,full,,1.0
11360,,44,1856694.0,Not WFH,hard,not clear,,1.0
11373,,3,5663701.0,WFH,easy,not clear,,1.0
11387,,34,1928529.0,Not WFH,easy,full,,1.0
11416,,34,5529669.0,WFH,easy,full,,1.0
11418,,8,545998.0,Not WFH,easy,part,,1.0
11420,,34,1155587.0,WFH,easy,part,,1.0
11443,,34,4123089.0,Not WFH,easy,full,,1.0
11450,,34,5138546.0,Not WFH,easy,full,,1.0
11454,,8,4086132.0,WFH,easy,part,,1.0
11468,,23,3730162.0,WFH,easy,not clear,,1.0
11477,,8,3602132.0,Not WFH,medium,full,,1.0
11480,,34,5348292.0,WFH,easy,not clear,,1.0
11483,,8,3359450.0,Not WFH,medium,part,,1.0
11494,,11,5152379.0,Not WFH,medium,full,,1.0
11495,,14,5304442.0,WFH,easy,not clear,,1.0
11499,,30,3797044.0,Not WFH,medium,full,,1.0
11506,,34,3946632.0,Not WFH,easy,full,,1.0
11509,,34,2365439.0,Not WFH,easy,part,,1.0
11514,,11,4482923.0,WFH,easy,full,,1.0
11518,,26,5577345.0,WFH,easy,full,2024-07-16 15:28:40.300624,1.0
11538,,44,3625818.0,Not WFH,medium,full,,1.0
11543,,39,5301723.0,WFH,easy,not clear,,1.0
11553,,11,5365500.0,WFH,easy,full,,1.0
11562,,29,5577731.0,Not WFH,easy,full,,1.0
11563,,34,1354154.0,Not WFH,easy,part,,1.0
11566,,11,3528033.0,Not WFH,easy,full,,1.0
11572,,3,4231310.0,WFH,easy,not clear,,1.0
11573,,20,4298512.0,WFH,medium,not clear,,1.0
11577,,8,3952526.0,Not WFH,easy,full,,1.0
11579,,48,5646725.0,WFH,easy,full,,1.0
11581,,47,890746.0,Not WFH,easy,full,,1.0
11588,,47,2097717.0,Not WFH,hard,not clear,,1.0
11591,,19,4485503.0,WFH,easy,full,,1.0
11599,,8,3923217.0,Not WFH,easy,full,,1.0
11600,,29,499399.0,Not WFH,easy,part,,1.0
11624,,30,3839356.0,WFH,medium,full,,1.0
11625,,11,4087656.0,WFH,medium,full,,1.0
11626,,27,5149509.0,WFH,easy,full,,1.0
11627,,20,587737.0,Not WFH,easy,not clear,,1.0
11643,,34,4089599.0,WFH,easy,full,,1.0
11646,,14,411241.0,Not WFH,easy,full,,1.0
11649,,11,3923542.0,Not WFH,easy,full,,1.0
11650,,8,3890032.0,Not WFH,easy,full,,1.0
11657,,11,5218725.0,WFH,easy,not clear,,1.0
11658,,8,1855101.0,Not WFH,medium,full,,1.0
11665,,25,4246575.0,Not WFH,easy,full,,1.0
11686,,50,1524704.0,WFH,easy,full,,1.0
11695,,34,438805.0,Not WFH,easy,part,,1.0
11696,,25,4064037.0,WFH,easy,part,,1.0
11705,,28,5068592.0,WFH,medium,not clear,,1.0
11710,,31,2397579.0,Not WFH,easy,full,,1.0
11725,,50,3891502.0,Not WFH,easy,full,,1.0
11727,,47,325838.0,Not WFH,medium,full,,1.0
11748,,34,4087775.0,WFH,easy,not clear,,1.0
11754,,48,4619348.0,WFH,easy,not clear,,1.0
11757,,24,4108280.0,WFH,easy,not clear,,1.0
11768,,50,5009392.0,Not WFH,hard,full,,1.0
11780,,7,211949.0,Not WFH,easy,not clear,,1.0
11787,,45,1144199.0,Not WFH,easy,full,,1.0
11792,,34,2102056.0,Not WFH,easy,full,,1.0
11800,,52,5353123.0,Not WFH,easy,not clear,2024-07-23 00:26:33.908047,1.0
11807,,32,2427648.0,WFH,medium,not clear,,1.0
11808,,8,3947484.0,Not WFH,easy,full,,1.0
11823,,11,2947602.0,WFH,easy,full,,1.0
11832,,2,4200402.0,Not WFH,easy,full,2024-08-14 21:47:25.757908,1.0
11834,,22,4134586.0,Not WFH,hard,part,,1.0
11837,,8,3480036.0,Not WFH,easy,full,,1.0
11839,,11,5017523.0,Not WFH,medium,not clear,,1.0
11864,,34,3403422.0,Not WFH,easy,full,,1.0
11871,,34,2457748.0,Not WFH,hard,full,,1.0
11873,,48,5020170.0,Not WFH,medium,full,,1.0
11886,,11,813924.0,Not WFH,easy,full,,1.0
11890,,32,4129894.0,WFH,easy,not clear,,1.0
11891,,25,268574.0,Not WFH,hard,full,,1.0
11892,,34,3904464.0,Not WFH,easy,full,,1.0
11899,,34,4074737.0,WFH,easy,full,,1.0
11900,,9,4052797.0,WFH,easy,not clear,,1.0
11901,,34,4061144.0,WFH,easy,full,,1.0
11903,,30,3978187.0,Not WFH,easy,part,,1.0
11912,,27,4095898.0,Not WFH,hard,full,,1.0
11915,,31,3024011.0,Not WFH,easy,part,,1.0
11916,,17,4093865.0,Not WFH,easy,full,,1.0
11924,,8,4082575.0,Not WFH,easy,part,,1.0
11928,,11,985697.0,Not WFH,easy,part,,1.0
11931,,11,3846618.0,Not WFH,easy,part,,1.0
11934,,13,4106053.0,Not WFH,easy,full,,1.0
11941,,44,1221711.0,Not WFH,easy,full,,1.0
11943,,34,3906485.0,Not WFH,medium,full,,1.0
11949,,46,4090359.0,WFH,easy,full,,1.0
11950,,50,3784197.0,Not WFH,easy,part,,1.0
11952,,25,850175.0,Not WFH,easy,part,,1.0
11972,,27,501712.0,Not WFH,medium,full,,1.0
11982,,41,301629.0,Not WFH,easy,full,,1.0
11983,,34,5202285.0,WFH,medium,part,,1.0
11992,,11,2408186.0,Not WFH,medium,full,,1.0
11994,,37,3982815.0,Not WFH,easy,full,,1.0
11998,,13,4276011.0,WFH,easy,full,,1.0
12004,,8,3064619.0,Not WFH,easy,full,,1.0
12015,,11,3972388.0,Not WFH,medium,full,,1.0
12023,,11,2931819.0,Not WFH,easy,full,,1.0
12041,,34,3859068.0,Not WFH,easy,full,,1.0
12044,,34,3758866.0,Not WFH,medium,part,,1.0
12050,,13,5066799.0,Not WFH,medium,full,,1.0
12055,,48,5546001.0,Not WFH,easy,full,,1.0
12061,,52,4377001.0,WFH,easy,full,2024-07-24 04:53:34.508968,1.0
12068,,8,3948304.0,Not WFH,medium,full,,1.0
12072,,49,5088323.0,Not WFH,hard,full,2024-07-17 03:17:23.061064,1.0
12075,,23,5574896.0,Not WFH,easy,full,,1.0
12076,,8,3919132.0,Not WFH,easy,full,,1.0
12080,,21,3568806.0,Not WFH,easy,full,,1.0
12086,,32,4143583.0,WFH,easy,not clear,,1.0
12099,,45,1759215.0,Not WFH,hard,full,,1.0
12104,,8,3516899.0,WFH,easy,not clear,,1.0
12112,,52,5081082.0,WFH,easy,not clear,2024-07-15 23:13:49.860672,1.0
12158,,34,276357.0,Not WFH,easy,full,,1.0
12160,,36,366228.0,Not WFH,easy,full,,1.0
12181,,34,3569496.0,Not WFH,easy,part,,1.0
12189,,34,4452167.0,Not WFH,easy,full,,1.0
12190,,8,4078267.0,Not WFH,easy,full,,1.0
12205,,11,3185366.0,WFH,easy,full,,1.0
12208,,34,4132047.0,Not WFH,easy,not clear,,1.0
12210,,41,4357824.0,WFH,easy,full,,1.0
12219,,8,1076707.0,Not WFH,easy,full,,1.0
12223,,2,4124807.0,Not WFH,easy,full,2024-07-15 23:31:11.894228,1.0
12234,,24,3924262.0,Not WFH,easy,full,,1.0
12239,,37,3664084.0,WFH,easy,full,,1.0
12250,,34,5120218.0,WFH,easy,not clear,,1.0
12257,,11,1372007.0,WFH,easy,part,,1.0
12262,,41,3853211.0,Not WFH,easy,part,,1.0
12268,,50,4043079.0,WFH,easy,not clear,,1.0
12274,,35,3089218.0,Not WFH,easy,full,,1.0
12276,,11,5596367.0,WFH,hard,full,,1.0
12278,,30,5567045.0,Not WFH,easy,full,,1.0
12293,,9,3937410.0,Not WFH,easy,full,,1.0
12298,,39,3944481.0,Not WFH,medium,full,,1.0
12300,,13,4406798.0,WFH,easy,full,,1.0
12305,,36,4471855.0,WFH,easy,not clear,,1.0
12320,,47,2984744.0,Not WFH,easy,full,,1.0
12322,,47,3825591.0,Not WFH,easy,part,,1.0
12333,,34,3098220.0,Not WFH,easy,part,,1.0
12347,,48,4366300.0,WFH,medium,not clear,,1.0
12354,,39,3893806.0,Not WFH,easy,full,,1.0
12364,,27,4063311.0,Not WFH,medium,full,,1.0
12365,,29,1269781.0,Not WFH,medium,part,,1.0
12371,,34,5568793.0,WFH,easy,not clear,,1.0
12372,,17,4195705.0,Not WFH,easy,full,,1.0
12374,,11,5329041.0,Not WFH,easy,not clear,,1.0
12379,,35,5045327.0,WFH,easy,full,,1.0
12388,,34,4547128.0,WFH,easy,full,,1.0
12392,,11,4384781.0,Not WFH,easy,full,,1.0
12402,,7,234759.0,WFH,hard,part,,1.0
12422,,27,3914842.0,Not WFH,easy,full,,1.0
12423,,34,1605295.0,WFH,easy,part,,1.0
12430,,34,1900662.0,Not WFH,medium,full,,1.0
12442,,34,4104519.0,WFH,medium,full,,1.0
12459,,33,1626970.0,WFH,hard,full,,1.0
12466,,11,4193334.0,WFH,easy,full,,1.0
12476,,38,5111457.0,Not WFH,easy,full,2024-08-14 18:58:12.155722,1.0
12481,,48,4540101.0,WFH,medium,not clear,,1.0
12488,,8,362504.0,Not WFH,medium,full,,1.0
12501,,47,4051014.0,Not WFH,medium,full,,1.0
12517,,24,5594565.0,WFH,easy,full,,1.0
12519,,25,5629320.0,WFH,easy,full,,1.0
12521,,34,5536359.0,WFH,easy,full,,1.0
12523,,8,4102551.0,WFH,easy,not clear,,1.0
12529,,11,4125175.0,Not WFH,easy,full,,1.0
12548,,26,5103178.0,Not WFH,easy,full,2024-07-15 16:13:02.20515,1.0
12564,,11,2840020.0,Not WFH,medium,full,,1.0
12572,,11,4376348.0,WFH,medium,full,,1.0
12575,,11,568275.0,WFH,easy,part,,1.0
12591,,30,3921867.0,Not WFH,easy,full,,1.0
12594,,50,5486507.0,WFH,easy,not clear,,1.0
12624,,34,4241199.0,Not WFH,medium,full,,1.0
12626,,49,5123378.0,WFH,easy,not clear,2024-07-20 21:37:47.353946,1.0
12636,,34,5178278.0,Not WFH,easy,full,,1.0
12639,,27,2041681.0,Not WFH,easy,full,,1.0
12657,,27,582074.0,Not WFH,easy,full,,1.0
12675,,9,2571039.0,Not WFH,easy,part,,1.0
12685,,11,518840.0,Not WFH,easy,part,,1.0
12688,,2,5491954.0,WFH,easy,full,2024-08-01 02:21:12.197895,1.0
12692,,8,3901579.0,Not WFH,medium,part,,1.0
12694,,17,5330137.0,WFH,easy,not clear,,1.0
12698,,43,3462798.0,Not WFH,medium,full,,1.0
12714,,48,5636260.0,Not WFH,easy,full,,1.0
12715,,34,4136021.0,WFH,easy,not clear,,1.0
12720,,8,3409071.0,WFH,easy,full,,1.0
12722,,46,4109452.0,WFH,medium,full,,1.0
12756,,49,5027396.0,WFH,easy,not clear,2024-07-19 04:42:15.062074,1.0
12758,,8,3935028.0,Not WFH,easy,full,,1.0
12765,,34,3910201.0,Not WFH,easy,full,,1.0
12774,,8,3979966.0,Not WFH,easy,full,,1.0
12775,,31,5271701.0,WFH,easy,not clear,,1.0
12776,,8,3969337.0,Not WFH,hard,full,,1.0
12782,,13,4064905.0,Not WFH,hard,not clear,,1.0
12804,,46,4471059.0,Not WFH,easy,full,,1.0
12805,,41,399004.0,Not WFH,easy,full,,1.0
12809,,20,1788404.0,Not WFH,easy,full,,1.0
12818,,23,5519727.0,Not WFH,easy,full,,1.0
12822,,34,3302113.0,Not WFH,easy,full,,1.0
12832,,35,3933829.0,Not WFH,easy,full,,1.0
12841,,19,4084406.0,WFH,easy,full,,1.0
12844,,22,935142.0,Not WFH,easy,part,,1.0
12862,,44,2566116.0,Not WFH,easy,part,,1.0
12868,,33,5406944.0,WFH,easy,full,,1.0
12876,,32,5064361.0,WFH,easy,not clear,,1.0
12880,,11,5547116.0,WFH,easy,not clear,,1.0
12885,,11,5557597.0,WFH,easy,part,,1.0
12889,,38,5500991.0,WFH,easy,full,2024-07-16 18:36:11.233832,1.0
12892,,29,5234483.0,Not WFH,medium,part,,1.0
12898,,49,4268661.0,Not WFH,medium,not clear,2024-07-25 05:23:21.025637,1.0
12899,,21,5640982.0,Not WFH,easy,full,,1.0
12906,,34,3888698.0,Not WFH,medium,full,,1.0
12910,,8,3901265.0,Not WFH,hard,full,,1.0
12916,,31,2560589.0,Not WFH,easy,full,,1.0
12920,,14,970381.0,Not WFH,easy,full,,1.0
12925,,24,2632269.0,Not WFH,easy,full,,1.0
12932,,8,767362.0,Not WFH,medium,part,,1.0
12933,,11,3622210.0,Not WFH,easy,full,,1.0
12935,,8,394570.0,WFH,easy,part,,1.0
12948,,34,5167508.0,Not WFH,easy,full,,1.0
12949,,2,4241478.0,Not WFH,easy,full,2024-07-22 20:27:46.471406,1.0
12950,,11,4425436.0,WFH,easy,not clear,,1.0
12963,,25,3864395.0,Not WFH,easy,part,,1.0
12971,,11,3237038.0,Not WFH,easy,not clear,,1.0
12980,,26,4218332.0,Not WFH,medium,full,2024-07-16 15:29:54.276713,1.0
13005,,30,5304043.0,Not WFH,easy,full,,1.0
13015,,11,555296.0,WFH,easy,part,,1.0
13025,,14,3992996.0,Not WFH,easy,full,,1.0
13026,,11,2193137.0,Not WFH,easy,full,,1.0
13035,,15,4143888.0,Not WFH,easy,part,2024-07-18 02:17:33.421391,1.0
13050,,8,3561096.0,Not WFH,easy,full,,1.0
13052,,35,3380188.0,Not WFH,easy,full,,1.0
13059,,8,3275129.0,Not WFH,easy,full,,1.0
13064,,34,4087690.0,WFH,easy,not clear,,1.0
13072,,11,367763.0,Not WFH,easy,part,,1.0
13073,,34,3503145.0,Not WFH,easy,full,,1.0
13090,,11,680004.0,Not WFH,easy,full,,1.0
13091,,8,4065495.0,WFH,easy,not clear,,1.0
13092,,34,506251.0,Not WFH,easy,full,,1.0
13093,,15,5021775.0,WFH,medium,full,2024-07-18 23:24:10.968348,1.0
13096,,8,4100349.0,WFH,easy,full,,1.0
13098,,34,4210767.0,WFH,easy,full,,1.0
